Date,Time,State,Group,Unit_normalized,Sales_normalized
14-Oct-2020, Afternoon, TAS, Seniors,0.15873015873015872,0.15873015873015872
14-Oct-2020, Evening, TAS, Kids,0.015873015873015872,0.015873015873015872
14-Oct-2020, Evening, TAS, Men,0.14285714285714285,0.14285714285714285
14-Oct-2020, Evening, TAS, Women,0.20634920634920634,0.20634920634920634
14-Oct-2020, Evening, TAS, Seniors,0.19047619047619047,0.19047619047619047
15-Oct-2020, Morning, WA, Kids,0.20634920634920634,0.20634920634920634
15-Oct-2020, Morning, WA, Men,0.1111111111111111,0.1111111111111111
15-Oct-2020, Morning, WA, Women,0.031746031746031744,0.031746031746031744
15-Oct-2020, Morning, WA, Seniors,0.1746031746031746,0.1746031746031746
15-Oct-2020, Afternoon, WA, Kids,0.19047619047619047,0.19047619047619047
15-Oct-2020, Afternoon, WA, Men,0.09523809523809523,0.09523809523809523
15-Oct-2020, Afternoon, WA, Women,0.1746031746031746,0.1746031746031746
15-Oct-2020, Afternoon, WA, Seniors,0.07936507936507936,0.07936507936507936
15-Oct-2020, Evening, WA, Kids,0.1111111111111111,0.1111111111111111
15-Oct-2020, Evening, WA, Men,0.1746031746031746,0.1746031746031746
15-Oct-2020, Evening, WA, Women,0.015873015873015872,0.015873015873015872
15-Oct-2020, Evening, WA, Seniors,0.1111111111111111,0.1111111111111111
15-Oct-2020, Morning, NT, Kids,0.12698412698412698,0.12698412698412698
15-Oct-2020, Morning, NT, Men,0.047619047619047616,0.047619047619047616
15-Oct-2020, Morning, NT, Women,0.1746031746031746,0.1746031746031746
15-Oct-2020, Morning, NT, Seniors,0.1111111111111111,0.1111111111111111
15-Oct-2020, Afternoon, NT, Kids,0.14285714285714285,0.14285714285714285
15-Oct-2020, Afternoon, NT, Men,0.12698412698412698,0.12698412698412698
15-Oct-2020, Afternoon, NT, Women,0.15873015873015872,0.15873015873015872
15-Oct-2020, Afternoon, NT, Seniors,0.047619047619047616,0.047619047619047616
15-Oct-2020, Evening, NT, Kids,0.15873015873015872,0.15873015873015872
15-Oct-2020, Evening, NT, Men,0.031746031746031744,0.031746031746031744
15-Oct-2020, Evening, NT, Women,0.015873015873015872,0.015873015873015872
15-Oct-2020, Evening, NT, Seniors,0.047619047619047616,0.047619047619047616
15-Oct-2020, Morning, SA, Kids,0.49206349206349204,0.49206349206349204
15-Oct-2020, Morning, SA, Men,0.2857142857142857,0.2857142857142857
15-Oct-2020, Morning, SA, Women,0.23809523809523808,0.23809523809523808
15-Oct-2020, Morning, SA, Seniors,0.3968253968253968,0.3968253968253968
15-Oct-2020, Afternoon, SA, Kids,0.47619047619047616,0.47619047619047616
15-Oct-2020, Afternoon, SA, Men,0.23809523809523808,0.23809523809523808
15-Oct-2020, Afternoon, SA, Women,0.3492063492063492,0.3492063492063492
15-Oct-2020, Afternoon, SA, Seniors,0.36507936507936506,0.36507936507936506
15-Oct-2020, Evening, SA, Kids,0.19047619047619047,0.19047619047619047
15-Oct-2020, Evening, SA, Men,0.5238095238095238,0.5238095238095238
15-Oct-2020, Evening, SA, Women,0.36507936507936506,0.36507936507936506
15-Oct-2020, Evening, SA, Seniors,0.12698412698412698,0.12698412698412698
15-Oct-2020, Morning, VIC, Kids,0.6825396825396826,0.6825396825396826
15-Oct-2020, Morning, VIC, Men,0.4444444444444444,0.4444444444444444
15-Oct-2020, Morning, VIC, Women,0.6190476190476191,0.6190476190476191
15-Oct-2020, Morning, VIC, Seniors,0.7142857142857143,0.7142857142857143
15-Oct-2020, Afternoon, VIC, Kids,0.4444444444444444,0.4444444444444444
15-Oct-2020, Afternoon, VIC, Men,0.5238095238095238,0.5238095238095238
15-Oct-2020, Afternoon, VIC, Women,0.5079365079365079,0.5079365079365079
15-Oct-2020, Afternoon, VIC, Seniors,0.6031746031746031,0.6031746031746031
15-Oct-2020, Evening, VIC, Kids,0.3968253968253968,0.3968253968253968
15-Oct-2020, Evening, VIC, Men,0.6190476190476191,0.6190476190476191
15-Oct-2020, Evening, VIC, Women,0.5873015873015873,0.5873015873015873
15-Oct-2020, Evening, VIC, Seniors,0.5555555555555556,0.5555555555555556
15-Oct-2020, Morning, QLD, Kids,0.20634920634920634,0.20634920634920634
15-Oct-2020, Morning, QLD, Men,0.25396825396825395,0.25396825396825395
15-Oct-2020, Morning, QLD, Women,0.14285714285714285,0.14285714285714285
15-Oct-2020, Morning, QLD, Seniors,0.12698412698412698,0.12698412698412698
15-Oct-2020, Afternoon, QLD, Kids,0.15873015873015872,0.15873015873015872
15-Oct-2020, Afternoon, QLD, Men,0.20634920634920634,0.20634920634920634
15-Oct-2020, Afternoon, QLD, Women,0.07936507936507936,0.07936507936507936
15-Oct-2020, Afternoon, QLD, Seniors,0.07936507936507936,0.07936507936507936
15-Oct-2020, Evening, QLD, Kids,0.2857142857142857,0.2857142857142857
15-Oct-2020, Evening, QLD, Men,0.06349206349206349,0.06349206349206349
15-Oct-2020, Evening, QLD, Women,0.047619047619047616,0.047619047619047616
15-Oct-2020, Evening, QLD, Seniors,0.1111111111111111,0.1111111111111111
15-Oct-2020, Morning, NSW, Kids,0.4603174603174603,0.4603174603174603
15-Oct-2020, Morning, NSW, Men,0.23809523809523808,0.23809523809523808
15-Oct-2020, Morning, NSW, Women,0.4444444444444444,0.4444444444444444
15-Oct-2020, Morning, NSW, Seniors,0.30158730158730157,0.30158730158730157
15-Oct-2020, Afternoon, NSW, Kids,0.5396825396825397,0.5396825396825397
15-Oct-2020, Afternoon, NSW, Men,0.49206349206349204,0.49206349206349204
15-Oct-2020, Afternoon, NSW, Women,0.49206349206349204,0.49206349206349204
15-Oct-2020, Afternoon, NSW, Seniors,0.5873015873015873,0.5873015873015873
15-Oct-2020, Evening, NSW, Kids,0.36507936507936506,0.36507936507936506
15-Oct-2020, Evening, NSW, Men,0.4603174603174603,0.4603174603174603
15-Oct-2020, Evening, NSW, Women,0.36507936507936506,0.36507936507936506
15-Oct-2020, Evening, NSW, Seniors,0.23809523809523808,0.23809523809523808
15-Oct-2020, Morning, TAS, Kids,0.14285714285714285,0.14285714285714285
15-Oct-2020, Morning, TAS, Men,0.047619047619047616,0.047619047619047616
15-Oct-2020, Morning, TAS, Women,0.20634920634920634,0.20634920634920634
15-Oct-2020, Morning, TAS, Seniors,0.015873015873015872,0.015873015873015872
15-Oct-2020, Afternoon, TAS, Kids,0.07936507936507936,0.07936507936507936
15-Oct-2020, Afternoon, TAS, Men,0.12698412698412698,0.12698412698412698
15-Oct-2020, Afternoon, TAS, Women,0.015873015873015872,0.015873015873015872
15-Oct-2020, Afternoon, TAS, Seniors,0.1746031746031746,0.1746031746031746
15-Oct-2020, Evening, TAS, Kids,0.14285714285714285,0.14285714285714285
15-Oct-2020, Evening, TAS, Men,0.06349206349206349,0.06349206349206349
15-Oct-2020, Evening, TAS, Women,0.09523809523809523,0.09523809523809523
15-Oct-2020, Evening, TAS, Seniors,0.06349206349206349,0.06349206349206349
16-Oct-2020, Morning, WA, Kids,0.1111111111111111,0.1111111111111111
16-Oct-2020, Morning, WA, Men,0.07936507936507936,0.07936507936507936
16-Oct-2020, Morning, WA, Women,0.06349206349206349,0.06349206349206349
16-Oct-2020, Morning, WA, Seniors,0.1746031746031746,0.1746031746031746
16-Oct-2020, Afternoon, WA, Kids,0.15873015873015872,0.15873015873015872
16-Oct-2020, Afternoon, WA, Men,0.015873015873015872,0.015873015873015872
16-Oct-2020, Afternoon, WA, Women,0.14285714285714285,0.14285714285714285
16-Oct-2020, Afternoon, WA, Seniors,0.031746031746031744,0.031746031746031744
16-Oct-2020, Evening, WA, Kids,0.031746031746031744,0.031746031746031744
16-Oct-2020, Evening, WA, Men,0.09523809523809523,0.09523809523809523
16-Oct-2020, Evening, WA, Women,0.14285714285714285,0.14285714285714285
16-Oct-2020, Evening, WA, Seniors,0.1746031746031746,0.1746031746031746
16-Oct-2020, Morning, NT, Kids,0.09523809523809523,0.09523809523809523
16-Oct-2020, Morning, NT, Men,0.12698412698412698,0.12698412698412698
16-Oct-2020, Morning, NT, Women,0.15873015873015872,0.15873015873015872
16-Oct-2020, Morning, NT, Seniors,0.047619047619047616,0.047619047619047616
16-Oct-2020, Afternoon, NT, Kids,0.15873015873015872,0.15873015873015872
16-Oct-2020, Afternoon, NT, Men,0.19047619047619047,0.19047619047619047
16-Oct-2020, Afternoon, NT, Women,0.047619047619047616,0.047619047619047616
16-Oct-2020, Afternoon, NT, Seniors,0.12698412698412698,0.12698412698412698
16-Oct-2020, Evening, NT, Kids,0.1746031746031746,0.1746031746031746
16-Oct-2020, Evening, NT, Men,0.09523809523809523,0.09523809523809523
16-Oct-2020, Evening, NT, Women,0.1111111111111111,0.1111111111111111
16-Oct-2020, Evening, NT, Seniors,0.047619047619047616,0.047619047619047616
16-Oct-2020, Morning, SA, Kids,0.47619047619047616,0.47619047619047616
16-Oct-2020, Morning, SA, Men,0.42857142857142855,0.42857142857142855
16-Oct-2020, Morning, SA, Women,0.42857142857142855,0.42857142857142855
16-Oct-2020, Morning, SA, Seniors,0.4603174603174603,0.4603174603174603
16-Oct-2020, Afternoon, SA, Kids,0.1746031746031746,0.1746031746031746
16-Oct-2020, Afternoon, SA, Men,0.38095238095238093,0.38095238095238093
16-Oct-2020, Afternoon, SA, Women,0.3968253968253968,0.3968253968253968
16-Oct-2020, Afternoon, SA, Seniors,0.38095238095238093,0.38095238095238093
16-Oct-2020, Evening, SA, Kids,0.5079365079365079,0.5079365079365079
16-Oct-2020, Evening, SA, Men,0.14285714285714285,0.14285714285714285
16-Oct-2020, Evening, SA, Women,0.3333333333333333,0.3333333333333333
16-Oct-2020, Evening, SA, Seniors,0.2857142857142857,0.2857142857142857
16-Oct-2020, Morning, VIC, Kids,0.36507936507936506,0.36507936507936506
16-Oct-2020, Morning, VIC, Men,0.42857142857142855,0.42857142857142855
16-Oct-2020, Morning, VIC, Women,0.38095238095238093,0.38095238095238093
16-Oct-2020, Morning, VIC, Seniors,0.5238095238095238,0.5238095238095238
16-Oct-2020, Afternoon, VIC, Kids,0.5714285714285714,0.5714285714285714
16-Oct-2020, Afternoon, VIC, Men,0.6666666666666666,0.6666666666666666
16-Oct-2020, Afternoon, VIC, Women,0.4444444444444444,0.4444444444444444
16-Oct-2020, Afternoon, VIC, Seniors,0.38095238095238093,0.38095238095238093
16-Oct-2020, Evening, VIC, Kids,0.6984126984126984,0.6984126984126984
16-Oct-2020, Evening, VIC, Men,0.4126984126984127,0.4126984126984127
16-Oct-2020, Evening, VIC, Women,0.3968253968253968,0.3968253968253968
16-Oct-2020, Evening, VIC, Seniors,0.6349206349206349,0.6349206349206349
16-Oct-2020, Morning, QLD, Kids,0.09523809523809523,0.09523809523809523
16-Oct-2020, Morning, QLD, Men,0.09523809523809523,0.09523809523809523
16-Oct-2020, Morning, QLD, Women,0.12698412698412698,0.12698412698412698
16-Oct-2020, Morning, QLD, Seniors,0.1111111111111111,0.1111111111111111
16-Oct-2020, Afternoon, QLD, Kids,0.25396825396825395,0.25396825396825395
16-Oct-2020, Afternoon, QLD, Men,0.2698412698412698,0.2698412698412698
16-Oct-2020, Afternoon, QLD, Women,0.15873015873015872,0.15873015873015872
16-Oct-2020, Afternoon, QLD, Seniors,0.1746031746031746,0.1746031746031746
16-Oct-2020, Evening, QLD, Kids,0.1111111111111111,0.1111111111111111
16-Oct-2020, Evening, QLD, Men,0.25396825396825395,0.25396825396825395
16-Oct-2020, Evening, QLD, Women,0.09523809523809523,0.09523809523809523
16-Oct-2020, Evening, QLD, Seniors,0.23809523809523808,0.23809523809523808
16-Oct-2020, Morning, NSW, Kids,0.3492063492063492,0.3492063492063492
16-Oct-2020, Morning, NSW, Men,0.42857142857142855,0.42857142857142855
16-Oct-2020, Morning, NSW, Women,0.4444444444444444,0.4444444444444444
16-Oct-2020, Morning, NSW, Seniors,0.31746031746031744,0.31746031746031744
16-Oct-2020, Afternoon, NSW, Kids,0.25396825396825395,0.25396825396825395
16-Oct-2020, Afternoon, NSW, Men,0.36507936507936506,0.36507936507936506
16-Oct-2020, Afternoon, NSW, Women,0.5873015873015873,0.5873015873015873
16-Oct-2020, Afternoon, NSW, Seniors,0.23809523809523808,0.23809523809523808
16-Oct-2020, Evening, NSW, Kids,0.4444444444444444,0.4444444444444444
16-Oct-2020, Evening, NSW, Men,0.5555555555555556,0.5555555555555556
16-Oct-2020, Evening, NSW, Women,0.42857142857142855,0.42857142857142855
16-Oct-2020, Evening, NSW, Seniors,0.6031746031746031,0.6031746031746031
16-Oct-2020, Morning, TAS, Kids,0.1746031746031746,0.1746031746031746
16-Oct-2020, Morning, TAS, Men,0.1746031746031746,0.1746031746031746
16-Oct-2020, Morning, TAS, Women,0.047619047619047616,0.047619047619047616
16-Oct-2020, Morning, TAS, Seniors,0.14285714285714285,0.14285714285714285
16-Oct-2020, Afternoon, TAS, Kids,0.1746031746031746,0.1746031746031746
16-Oct-2020, Afternoon, TAS, Men,0.06349206349206349,0.06349206349206349
16-Oct-2020, Afternoon, TAS, Women,0.19047619047619047,0.19047619047619047
16-Oct-2020, Afternoon, TAS, Seniors,0.14285714285714285,0.14285714285714285
16-Oct-2020, Evening, TAS, Kids,0.047619047619047616,0.047619047619047616
16-Oct-2020, Evening, TAS, Men,0.031746031746031744,0.031746031746031744
16-Oct-2020, Evening, TAS, Women,0.12698412698412698,0.12698412698412698
16-Oct-2020, Evening, TAS, Seniors,0.20634920634920634,0.20634920634920634
17-Oct-2020, Morning, WA, Kids,0.14285714285714285,0.14285714285714285
17-Oct-2020, Morning, WA, Men,0.06349206349206349,0.06349206349206349
17-Oct-2020, Morning, WA, Women,0.047619047619047616,0.047619047619047616
17-Oct-2020, Morning, WA, Seniors,0.12698412698412698,0.12698412698412698
17-Oct-2020, Afternoon, WA, Kids,0.19047619047619047,0.19047619047619047
17-Oct-2020, Afternoon, WA, Men,0.09523809523809523,0.09523809523809523
17-Oct-2020, Afternoon, WA, Women,0.047619047619047616,0.047619047619047616
17-Oct-2020, Afternoon, WA, Seniors,0.031746031746031744,0.031746031746031744
17-Oct-2020, Evening, WA, Kids,0.047619047619047616,0.047619047619047616
17-Oct-2020, Evening, WA, Men,0.09523809523809523,0.09523809523809523
17-Oct-2020, Evening, WA, Women,0.12698412698412698,0.12698412698412698
17-Oct-2020, Evening, WA, Seniors,0.19047619047619047,0.19047619047619047
17-Oct-2020, Morning, NT, Kids,0.19047619047619047,0.19047619047619047
17-Oct-2020, Morning, NT, Men,0.1111111111111111,0.1111111111111111
17-Oct-2020, Morning, NT, Women,0.14285714285714285,0.14285714285714285
17-Oct-2020, Morning, NT, Seniors,0.015873015873015872,0.015873015873015872
17-Oct-2020, Afternoon, NT, Kids,0.047619047619047616,0.047619047619047616
17-Oct-2020, Afternoon, NT, Men,0.07936507936507936,0.07936507936507936
17-Oct-2020, Afternoon, NT, Women,0.12698412698412698,0.12698412698412698
17-Oct-2020, Afternoon, NT, Seniors,0.1746031746031746,0.1746031746031746
17-Oct-2020, Evening, NT, Kids,0.1746031746031746,0.1746031746031746
17-Oct-2020, Evening, NT, Men,0.1111111111111111,0.1111111111111111
17-Oct-2020, Evening, NT, Women,0.12698412698412698,0.12698412698412698
17-Oct-2020, Evening, NT, Seniors,0.015873015873015872,0.015873015873015872
17-Oct-2020, Morning, SA, Kids,0.3492063492063492,0.3492063492063492
17-Oct-2020, Morning, SA, Men,0.38095238095238093,0.38095238095238093
17-Oct-2020, Morning, SA, Women,0.2222222222222222,0.2222222222222222
17-Oct-2020, Morning, SA, Seniors,0.5238095238095238,0.5238095238095238
17-Oct-2020, Afternoon, SA, Kids,0.2857142857142857,0.2857142857142857
17-Oct-2020, Afternoon, SA, Men,0.15873015873015872,0.15873015873015872
17-Oct-2020, Afternoon, SA, Women,0.2857142857142857,0.2857142857142857
17-Oct-2020, Afternoon, SA, Seniors,0.20634920634920634,0.20634920634920634
17-Oct-2020, Evening, SA, Kids,0.15873015873015872,0.15873015873015872
17-Oct-2020, Evening, SA, Men,0.3968253968253968,0.3968253968253968
17-Oct-2020, Evening, SA, Women,0.2698412698412698,0.2698412698412698
17-Oct-2020, Evening, SA, Seniors,0.4444444444444444,0.4444444444444444
17-Oct-2020, Morning, VIC, Kids,0.6349206349206349,0.6349206349206349
17-Oct-2020, Morning, VIC, Men,0.6349206349206349,0.6349206349206349
17-Oct-2020, Morning, VIC, Women,0.7619047619047619,0.7619047619047619
17-Oct-2020, Morning, VIC, Seniors,0.5396825396825397,0.5396825396825397
17-Oct-2020, Afternoon, VIC, Kids,0.36507936507936506,0.36507936507936506
17-Oct-2020, Afternoon, VIC, Men,0.5396825396825397,0.5396825396825397
17-Oct-2020, Afternoon, VIC, Women,0.3968253968253968,0.3968253968253968
17-Oct-2020, Afternoon, VIC, Seniors,0.6984126984126984,0.6984126984126984
17-Oct-2020, Evening, VIC, Kids,0.746031746031746,0.746031746031746
17-Oct-2020, Evening, VIC, Men,0.5873015873015873,0.5873015873015873
17-Oct-2020, Evening, VIC, Women,0.3968253968253968,0.3968253968253968
17-Oct-2020, Evening, VIC, Seniors,0.7142857142857143,0.7142857142857143
17-Oct-2020, Morning, QLD, Kids,0.25396825396825395,0.25396825396825395
17-Oct-2020, Morning, QLD, Men,0.23809523809523808,0.23809523809523808
17-Oct-2020, Morning, QLD, Women,0.1746031746031746,0.1746031746031746
17-Oct-2020, Morning, QLD, Seniors,0.20634920634920634,0.20634920634920634
17-Oct-2020, Afternoon, QLD, Kids,0.19047619047619047,0.19047619047619047
17-Oct-2020, Afternoon, QLD, Men,0.2698412698412698,0.2698412698412698
17-Oct-2020, Afternoon, QLD, Women,0.2857142857142857,0.2857142857142857
17-Oct-2020, Afternoon, QLD, Seniors,0.1746031746031746,0.1746031746031746
17-Oct-2020, Evening, QLD, Kids,0.2698412698412698,0.2698412698412698
17-Oct-2020, Evening, QLD, Men,0.23809523809523808,0.23809523809523808
17-Oct-2020, Evening, QLD, Women,0.047619047619047616,0.047619047619047616
17-Oct-2020, Evening, QLD, Seniors,0.15873015873015872,0.15873015873015872
17-Oct-2020, Morning, NSW, Kids,0.47619047619047616,0.47619047619047616
17-Oct-2020, Morning, NSW, Men,0.4126984126984127,0.4126984126984127
17-Oct-2020, Morning, NSW, Women,0.2698412698412698,0.2698412698412698
17-Oct-2020, Morning, NSW, Seniors,0.36507936507936506,0.36507936507936506
17-Oct-2020, Afternoon, NSW, Kids,0.20634920634920634,0.20634920634920634
17-Oct-2020, Afternoon, NSW, Men,0.23809523809523808,0.23809523809523808
17-Oct-2020, Afternoon, NSW, Women,0.30158730158730157,0.30158730158730157
17-Oct-2020, Afternoon, NSW, Seniors,0.20634920634920634,0.20634920634920634
17-Oct-2020, Evening, NSW, Kids,0.5396825396825397,0.5396825396825397
17-Oct-2020, Evening, NSW, Men,0.2222222222222222,0.2222222222222222
17-Oct-2020, Evening, NSW, Women,0.5555555555555556,0.5555555555555556
17-Oct-2020, Evening, NSW, Seniors,0.6031746031746031,0.6031746031746031
17-Oct-2020, Morning, TAS, Kids,0.14285714285714285,0.14285714285714285
17-Oct-2020, Morning, TAS, Men,0.09523809523809523,0.09523809523809523
17-Oct-2020, Morning, TAS, Women,0.015873015873015872,0.015873015873015872
17-Oct-2020, Morning, TAS, Seniors,0.12698412698412698,0.12698412698412698
17-Oct-2020, Afternoon, TAS, Kids,0.1746031746031746,0.1746031746031746
17-Oct-2020, Afternoon, TAS, Men,0.1746031746031746,0.1746031746031746
17-Oct-2020, Afternoon, TAS, Women,0.19047619047619047,0.19047619047619047
17-Oct-2020, Afternoon, TAS, Seniors,0.12698412698412698,0.12698412698412698
17-Oct-2020, Evening, TAS, Kids,0.14285714285714285,0.14285714285714285
17-Oct-2020, Evening, TAS, Men,0.047619047619047616,0.047619047619047616
17-Oct-2020, Evening, TAS, Women,0.14285714285714285,0.14285714285714285
17-Oct-2020, Evening, TAS, Seniors,0.015873015873015872,0.015873015873015872
18-Oct-2020, Morning, WA, Kids,0.19047619047619047,0.19047619047619047
18-Oct-2020, Morning, WA, Men,0.14285714285714285,0.14285714285714285
18-Oct-2020, Morning, WA, Women,0.06349206349206349,0.06349206349206349
18-Oct-2020, Morning, WA, Seniors,0.07936507936507936,0.07936507936507936
18-Oct-2020, Afternoon, WA, Kids,0.20634920634920634,0.20634920634920634
18-Oct-2020, Afternoon, WA, Men,0.07936507936507936,0.07936507936507936
18-Oct-2020, Afternoon, WA, Women,0.015873015873015872,0.015873015873015872
18-Oct-2020, Afternoon, WA, Seniors,0.1111111111111111,0.1111111111111111
18-Oct-2020, Evening, WA, Kids,0.12698412698412698,0.12698412698412698
18-Oct-2020, Evening, WA, Men,0.015873015873015872,0.015873015873015872
18-Oct-2020, Evening, WA, Women,0.047619047619047616,0.047619047619047616
18-Oct-2020, Evening, WA, Seniors,0.07936507936507936,0.07936507936507936
18-Oct-2020, Morning, NT, Kids,0.1746031746031746,0.1746031746031746
18-Oct-2020, Morning, NT, Men,0.19047619047619047,0.19047619047619047
18-Oct-2020, Morning, NT, Women,0.1746031746031746,0.1746031746031746
18-Oct-2020, Morning, NT, Seniors,0.07936507936507936,0.07936507936507936
18-Oct-2020, Afternoon, NT, Kids,0.031746031746031744,0.031746031746031744
18-Oct-2020, Afternoon, NT, Men,0.14285714285714285,0.14285714285714285
18-Oct-2020, Afternoon, NT, Women,0.031746031746031744,0.031746031746031744
18-Oct-2020, Afternoon, NT, Seniors,0.047619047619047616,0.047619047619047616
18-Oct-2020, Evening, NT, Kids,0.19047619047619047,0.19047619047619047
18-Oct-2020, Evening, NT, Men,0.19047619047619047,0.19047619047619047
18-Oct-2020, Evening, NT, Women,0.1746031746031746,0.1746031746031746
18-Oct-2020, Evening, NT, Seniors,0.19047619047619047,0.19047619047619047
18-Oct-2020, Morning, SA, Kids,0.23809523809523808,0.23809523809523808
18-Oct-2020, Morning, SA, Men,0.47619047619047616,0.47619047619047616
18-Oct-2020, Morning, SA, Women,0.20634920634920634,0.20634920634920634
18-Oct-2020, Morning, SA, Seniors,0.30158730158730157,0.30158730158730157
18-Oct-2020, Afternoon, SA, Kids,0.1746031746031746,0.1746031746031746
18-Oct-2020, Afternoon, SA, Men,0.15873015873015872,0.15873015873015872
18-Oct-2020, Afternoon, SA, Women,0.49206349206349204,0.49206349206349204
18-Oct-2020, Afternoon, SA, Seniors,0.4444444444444444,0.4444444444444444
18-Oct-2020, Evening, SA, Kids,0.15873015873015872,0.15873015873015872
18-Oct-2020, Evening, SA, Men,0.5079365079365079,0.5079365079365079
18-Oct-2020, Evening, SA, Women,0.2698412698412698,0.2698412698412698
18-Oct-2020, Evening, SA, Seniors,0.36507936507936506,0.36507936507936506
18-Oct-2020, Morning, VIC, Kids,0.49206349206349204,0.49206349206349204
18-Oct-2020, Morning, VIC, Men,0.36507936507936506,0.36507936507936506
18-Oct-2020, Morning, VIC, Women,0.38095238095238093,0.38095238095238093
18-Oct-2020, Morning, VIC, Seniors,0.5873015873015873,0.5873015873015873
18-Oct-2020, Afternoon, VIC, Kids,0.42857142857142855,0.42857142857142855
18-Oct-2020, Afternoon, VIC, Men,0.5396825396825397,0.5396825396825397
18-Oct-2020, Afternoon, VIC, Women,0.5714285714285714,0.5714285714285714
18-Oct-2020, Afternoon, VIC, Seniors,0.4126984126984127,0.4126984126984127
18-Oct-2020, Evening, VIC, Kids,0.3968253968253968,0.3968253968253968
18-Oct-2020, Evening, VIC, Men,0.5873015873015873,0.5873015873015873
18-Oct-2020, Evening, VIC, Women,0.7619047619047619,0.7619047619047619
18-Oct-2020, Evening, VIC, Seniors,0.5238095238095238,0.5238095238095238
18-Oct-2020, Morning, QLD, Kids,0.047619047619047616,0.047619047619047616
18-Oct-2020, Morning, QLD, Men,0.1746031746031746,0.1746031746031746
18-Oct-2020, Morning, QLD, Women,0.25396825396825395,0.25396825396825395
18-Oct-2020, Morning, QLD, Seniors,0.047619047619047616,0.047619047619047616
18-Oct-2020, Afternoon, QLD, Kids,0.06349206349206349,0.06349206349206349
18-Oct-2020, Afternoon, QLD, Men,0.23809523809523808,0.23809523809523808
18-Oct-2020, Afternoon, QLD, Women,0.23809523809523808,0.23809523809523808
18-Oct-2020, Afternoon, QLD, Seniors,0.15873015873015872,0.15873015873015872
18-Oct-2020, Evening, QLD, Kids,0.25396825396825395,0.25396825396825395
18-Oct-2020, Evening, QLD, Men,0.09523809523809523,0.09523809523809523
18-Oct-2020, Evening, QLD, Women,0.2698412698412698,0.2698412698412698
18-Oct-2020, Evening, QLD, Seniors,0.12698412698412698,0.12698412698412698
18-Oct-2020, Morning, NSW, Kids,0.2222222222222222,0.2222222222222222
18-Oct-2020, Morning, NSW, Men,0.25396825396825395,0.25396825396825395
18-Oct-2020, Morning, NSW, Women,0.3492063492063492,0.3492063492063492
18-Oct-2020, Morning, NSW, Seniors,0.30158730158730157,0.30158730158730157
18-Oct-2020, Afternoon, NSW, Kids,0.3333333333333333,0.3333333333333333
18-Oct-2020, Afternoon, NSW, Men,0.4603174603174603,0.4603174603174603
18-Oct-2020, Afternoon, NSW, Women,0.6031746031746031,0.6031746031746031
18-Oct-2020, Afternoon, NSW, Seniors,0.5873015873015873,0.5873015873015873
18-Oct-2020, Evening, NSW, Kids,0.3968253968253968,0.3968253968253968
18-Oct-2020, Evening, NSW, Men,0.42857142857142855,0.42857142857142855
18-Oct-2020, Evening, NSW, Women,0.47619047619047616,0.47619047619047616
18-Oct-2020, Evening, NSW, Seniors,0.20634920634920634,0.20634920634920634
18-Oct-2020, Morning, TAS, Kids,0.031746031746031744,0.031746031746031744
18-Oct-2020, Morning, TAS, Men,0.14285714285714285,0.14285714285714285
18-Oct-2020, Morning, TAS, Women,0.015873015873015872,0.015873015873015872
18-Oct-2020, Morning, TAS, Seniors,0.09523809523809523,0.09523809523809523
18-Oct-2020, Afternoon, TAS, Kids,0.1746031746031746,0.1746031746031746
18-Oct-2020, Afternoon, TAS, Men,0.19047619047619047,0.19047619047619047
18-Oct-2020, Afternoon, TAS, Women,0.031746031746031744,0.031746031746031744
18-Oct-2020, Afternoon, TAS, Seniors,0.15873015873015872,0.15873015873015872
18-Oct-2020, Evening, TAS, Kids,0.047619047619047616,0.047619047619047616
18-Oct-2020, Evening, TAS, Men,0.19047619047619047,0.19047619047619047
18-Oct-2020, Evening, TAS, Women,0.12698412698412698,0.12698412698412698
18-Oct-2020, Evening, TAS, Seniors,0.1111111111111111,0.1111111111111111
19-Oct-2020, Morning, WA, Kids,0.06349206349206349,0.06349206349206349
19-Oct-2020, Morning, WA, Men,0.1111111111111111,0.1111111111111111
19-Oct-2020, Morning, WA, Women,0.06349206349206349,0.06349206349206349
19-Oct-2020, Morning, WA, Seniors,0.07936507936507936,0.07936507936507936
19-Oct-2020, Afternoon, WA, Kids,0.12698412698412698,0.12698412698412698
19-Oct-2020, Afternoon, WA, Men,0.20634920634920634,0.20634920634920634
19-Oct-2020, Afternoon, WA, Women,0.09523809523809523,0.09523809523809523
19-Oct-2020, Afternoon, WA, Seniors,0.15873015873015872,0.15873015873015872
19-Oct-2020, Evening, WA, Kids,0.15873015873015872,0.15873015873015872
19-Oct-2020, Evening, WA, Men,0.12698412698412698,0.12698412698412698
19-Oct-2020, Evening, WA, Women,0.047619047619047616,0.047619047619047616
19-Oct-2020, Evening, WA, Seniors,0.15873015873015872,0.15873015873015872
19-Oct-2020, Morning, NT, Kids,0.12698412698412698,0.12698412698412698
19-Oct-2020, Morning, NT, Men,0.1746031746031746,0.1746031746031746
19-Oct-2020, Morning, NT, Women,0.015873015873015872,0.015873015873015872
19-Oct-2020, Morning, NT, Seniors,0.09523809523809523,0.09523809523809523
19-Oct-2020, Afternoon, NT, Kids,0.1746031746031746,0.1746031746031746
